Static Controller: On         Luminescence Correction: n/a  
Colored Samples: n/a          Heterogeneity Monitor: n/a    
Coincidence Time (nsec): 18   Delay Before Burst (nsec): 75 


S#,Count Time,CPMA,SIS,MESSAGES
1,10.00,24,700.29,B
Missing vial 2.
3,5.00,13,0.00
4,5.00,53,151.71
5,5.00,13,0.00
6,5.00,31,25.66
7,5.00,22,0.00
8,5.00,53,93.70
9,5.00,52,160.18
10,5.00,12,26.25
11,5.00,12,0.00
12,5.00,23,53.80
13,5.00,8,0.00
14,5.00,59,104.62
15,5.00,12,264.29
16,5.00,45,149.21
17,5.00,16,0.00
18,5.00,63,176.57
19,5.00,15,45.12
20,5.00,19,0.00
21,5.00,10,0.00
22,5.00,10,0.00
Missing vial 23.
Missing vial 24.
25,5.00,26,37.46
26,5.00,65,155.80
27,5.00,31,87.17
28,5.00,54,132.90
29,5.00,44,35.09
30,5.00,62,195.65
31,5.00,73,221.74
32,5.00,74,198.82
33,5.00,35,163.19
34,5.00,36,64.55
35,5.00,33,71.83
36,5.00,32,126.92
37,5.00,40,156.02
38,5.00,46,115.01
39,5.00,36,91.17
40,5.00,60,163.62
41,5.00,43,185.78
42,5.00,51,193.65
43,5.00,47,159.57
44,5.00,47,150.84
Missing vial 45.
Missing vial 46.
Missing vial 47.
Missing vial 48.
49,5.00,49,259.54
50,5.00,137,218.77
51,5.00,68,132.58
52,5.00,105,175.58
53,5.00,81,203.58
54,5.00,178,206.00
55,5.00,110,196.68
56,5.00,120,186.96
57,5.00,54,183.38
58,5.00,95,184.85
59,5.00,44,165.32
60,5.00,58,142.05
61,5.00,70,190.58
62,5.00,82,180.47
63,5.00,41,118.45
64,5.00,99,194.87
65,5.00,105,200.41
66,5.00,121,216.69
67,5.00,86,223.84
68,5.00,161,221.06
Missing vial 69.
Missing vial 70.
Missing vial 71.
Missing vial 72.
73,5.00,169,235.71
74,5.00,125,229.52
75,5.00,143,206.50
76,5.00,159,242.01
77,5.00,206,228.42
78,5.00,234,232.73
79,5.00,241,217.15
80,5.00,238,237.21
81,5.00,156,217.26
82,5.00,143,233.33
83,5.00,139,205.61
84,5.00,163,193.58
85,5.00,290,224.31
86,5.00,284,230.50
87,5.00,133,193.41
88,5.00,350,243.17
89,5.00,196,220.26
90,5.00,254,226.40
91,5.00,252,173.46
92,5.00,151,220.04
Missing vial 93.
Missing vial 94.
Missing vial 95.
Missing vial 96.
97,5.00,55,150.91
98,5.00,43,207.73
99,5.00,63,172.65
100,5.00,70,190.17
101,5.00,48,155.85
102,5.00,57,176.10
103,5.00,26,0.00
104,5.00,60,180.59
105,5.00,164,221.52
106,5.00,31,72.02
107,5.00,27,0.00
108,5.00,32,10.35
109,5.00,62,195.54
110,5.00,65,147.83
111,5.00,23,9.63
112,5.00,70,197.45
113,5.00,39,133.77
114,5.00,96,189.57
115,5.00,56,230.95
116,5.00,36,149.84
Missing vial 117.
Missing vial 118.
Missing vial 119.
Missing vial 120.
121,5.00,8036,262.18
122,5.00,8329,261.97
123,5.00,8370,264.27
124,5.00,4719,259.06
125,5.00,14990,254.57
126,5.00,13432,271.26
127,5.00,17505,263.50
128,5.00,17195,264.56
129,5.00,8012,263.67
130,5.00,6687,270.69
131,5.00,6373,270.94
132,5.00,4893,268.21
133,5.00,17497,262.47
134,5.00,13045,261.56
135,5.00,6312,265.20
136,5.00,14731,263.84
137,5.00,14581,269.68
138,5.00,12474,264.88
139,5.00,8967,259.27
140,5.00,12227,263.21
Missing vial 141.
Missing vial 142.
Missing vial 143.
Missing vial 144.
145,5.00,1586,209.35
146,5.00,1629,248.27
147,5.00,1873,242.64
148,5.00,1851,224.61
149,5.00,1608,219.23
150,5.00,5052,244.99
151,5.00,1392,234.78
152,5.00,2025,220.23
153,5.00,1718,233.31
154,5.00,1006,221.04
155,5.00,1504,255.21
156,5.00,1460,255.75
Missing vial 157.
158,5.00,1984,260.01
159,5.00,1197,238.92
160,5.00,2057,225.52
161,5.00,2003,247.79
162,5.00,2022,213.07
163,5.00,2672,268.21
164,5.00,1718,265.45
Missing vial 165.
Missing vial 166.
Missing vial 167.
Missing vial 168.
169,5.00,50,224.21
170,5.00,60,224.41
171,5.00,64,266.12
172,5.00,58,170.64
173,5.00,75,209.12
174,5.00,87,224.93
175,5.00,93,234.81
176,5.00,63,132.28
177,5.00,49,208.01
178,5.00,89,218.07
179,5.00,44,138.52
180,5.00,36,223.80
181,5.00,85,211.95
182,5.00,79,253.76
183,5.00,43,119.45
184,5.00,93,255.45
185,5.00,82,209.35
186,5.00,74,242.57
187,5.00,80,218.54
188,5.00,68,241.77
Missing vial 189.
Missing vial 190.
Missing vial 191.
Missing vial 192.
193,5.00,265,208.75
194,5.00,230,200.01
195,5.00,212,184.09
196,5.00,221,177.74
197,5.00,494,196.29
198,5.00,426,215.78
199,5.00,477,229.14
200,5.00,415,217.68
201,5.00,220,184.33
202,5.00,276,212.22
203,5.00,265,186.21
204,5.00,217,209.93
205,5.00,352,216.91
206,5.00,437,223.23
207,5.00,254,206.38
208,5.00,398,208.34
209,5.00,344,217.02
210,5.00,453,217.86
211,5.00,358,215.97
212,5.00,354,211.26
