Static Controller: On         Luminescence Correction: n/a  
Colored Samples: n/a          Heterogeneity Monitor: n/a    
Coincidence Time (nsec): 18   Delay Before Burst (nsec): 75 


S#,Count Time,CPMA,SIS,MESSAGES
1,10.00,25,700.43,B
Missing vial 2.
3,5.00,22,32.64
4,5.00,5,0.00
5,5.00,6,0.00
6,5.00,11,0.00
7,5.00,0,0.00
8,5.00,0,0.00
9,5.00,0,0.00
10,5.00,0,0.00
11,5.00,17,0.00
12,5.00,30,68.92
13,5.00,6,0.00
14,5.00,24,0.00
15,5.00,0,0.00
16,5.00,22,0.00
17,5.00,9,0.00
18,5.00,30,52.61
19,5.00,8,0.00
20,5.00,31,12.68
21,5.00,12,0.00
22,5.00,32,80.24
Missing vial 23.
Missing vial 24.
25,5.00,8,0.00
26,5.00,3,0.00
27,5.00,0,0.00
28,5.00,6,0.00
29,5.00,0,0.00
30,5.00,3,0.00
31,5.00,2,0.00
32,5.00,2,0.00
33,5.00,34,48.47
34,5.00,67,141.23
35,5.00,61,92.84
36,5.00,41,60.75
37,5.00,12,0.00
38,5.00,50,143.12
39,5.00,25,0.00
40,5.00,25,0.00
41,5.00,42,163.65
42,5.00,56,178.43
43,5.00,53,128.79
44,5.00,67,191.15
Missing vial 45.
Missing vial 46.
Missing vial 47.
Missing vial 48.
49,5.00,26,0.00
50,5.00,17,0.00
51,5.00,11,0.00
52,5.00,15,0.00
53,5.00,0,0.00
54,5.00,0,0.00
55,5.00,0,0.00
56,5.00,3,441.20
57,5.00,57,83.23
58,5.00,70,149.97
59,5.00,112,194.45
60,5.00,55,128.38
61,5.00,23,35.94
62,5.00,75,146.97
63,5.00,51,96.30
64,5.00,63,90.12
65,5.00,66,101.81
66,5.00,101,141.17
67,5.00,85,208.26
68,5.00,68,181.66
Missing vial 69.
Missing vial 70.
Missing vial 71.
Missing vial 72.
73,5.00,46,53.60
74,5.00,22,0.00
75,5.00,35,79.52
76,5.00,38,104.22
77,5.00,37,138.62
78,5.00,57,130.12
79,5.00,31,0.00
80,5.00,24,0.00
81,5.00,209,182.42
82,5.00,191,202.42
83,5.00,210,220.58
84,5.00,210,181.02
85,5.00,48,14.00
86,5.00,134,211.48
87,5.00,134,195.55
88,5.00,138,197.19
89,5.00,273,221.84
90,5.00,265,231.83
91,5.00,253,212.52
92,5.00,245,215.91
Missing vial 93.
Missing vial 94.
Missing vial 95.
Missing vial 96.
97,5.00,54,117.37
98,5.00,42,45.50
99,5.00,20,108.76
100,5.00,106,167.85
101,5.00,0,0.00
102,5.00,1,0.00
103,5.00,2,0.00
104,5.00,2,0.00
105,5.00,55,70.24
106,5.00,43,130.53
107,5.00,51,103.13
108,5.00,42,101.33
109,5.00,14,0.00
110,5.00,66,173.83
111,5.00,73,231.35
112,5.00,52,143.84
113,5.00,59,190.17
114,5.00,56,138.63
115,5.00,61,69.58
116,5.00,71,148.47
Missing vial 117.
Missing vial 118.
Missing vial 119.
Missing vial 120.
121,5.00,1547,232.18
122,5.00,1038,234.73
123,5.00,825,243.78
124,5.00,1359,241.55
125,5.00,31,42.87
126,5.00,30,0.00
127,5.00,32,2.54
128,5.00,26,0.00
129,5.00,20206,209.32
130,5.00,18988,262.93
131,5.00,20922,241.21
132,5.00,19862,255.14
133,5.00,2867,254.70
134,5.00,9669,251.04
135,5.00,8909,259.95
136,5.00,8859,216.09
137,5.00,16792,251.19
138,5.00,19507,256.56
139,5.00,15901,260.38
140,5.00,20200,253.71
Missing vial 141.
Missing vial 142.
Missing vial 143.
Missing vial 144.
145,5.00,2516,210.97
146,5.00,982,224.42
147,5.00,724,236.27
148,5.00,2933,212.75
149,5.00,52,114.91
150,5.00,71,179.47
151,5.00,60,109.69
152,5.00,63,113.04
153,5.00,2272,235.95
154,5.00,1797,233.37
155,5.00,2058,227.95
156,5.00,1334,263.70
157,5.00,729,207.62
158,5.00,2195,261.84
159,5.00,2232,267.99
160,5.00,2584,260.09
161,5.00,1773,227.32
162,5.00,2543,241.74
163,5.00,1924,261.12
164,5.00,2330,247.50
Missing vial 165.
Missing vial 166.
Missing vial 167.
Missing vial 168.
169,5.00,78,206.67
170,5.00,45,143.35
171,5.00,105,253.29
172,5.00,32,131.85
173,5.00,9,0.00
174,5.00,10,31.28
175,5.00,8,0.00
176,5.00,16,0.00
177,5.00,73,223.13
178,5.00,75,176.66
179,5.00,69,177.98
180,5.00,52,250.48
181,5.00,34,118.64
182,5.00,59,205.70
183,5.00,56,251.75
184,5.00,48,171.53
185,5.00,92,221.20
186,5.00,92,235.32
187,5.00,81,228.86
188,5.00,80,244.97
Missing vial 189.
Missing vial 190.
Missing vial 191.
Missing vial 192.
193,5.00,76,173.01
194,5.00,30,0.00
195,5.00,109,129.85
196,5.00,45,40.40
197,5.00,1,0.00
198,5.00,9,0.00
199,5.00,4,0.00
200,5.00,1,0.00
201,5.00,385,202.51
202,5.00,425,182.74
203,5.00,363,191.60
204,5.00,460,194.92
205,5.00,83,112.11
206,5.00,338,187.94
207,5.00,289,173.50
208,5.00,250,175.12
209,5.00,522,214.70
210,5.00,425,214.26
211,5.00,439,203.52
212,5.00,402,197.33
